longitude,latitude,population,households,housing_median_age,median_income,ocean_proximity,population_per_household,bedrooms_per_household,rooms_per_household,median_house_value
-118.34,34.01,1407.0,702.0,38.0,1.6187,<1H OCEAN,2.0042735042735043,0.317083692838654,3.301994301994302,266700.0
-118.34,34.02,608.0,245.0,44.0,4.0357,<1H OCEAN,2.4816326530612245,0.16110019646365423,6.2326530612244895,187800.0
-118.35,34.02,2725.0,1035.0,34.0,1.7622,<1H OCEAN,2.632850241545894,0.2697335344394168,3.8434782608695652,167900.0
-118.35,34.02,3538.0,1371.0,34.0,1.5143,<1H OCEAN,2.5805981035740335,0.3020314296665389,3.8059810357403356,118800.0
-118.35,34.02,2415.0,956.0,27.0,1.4589,<1H OCEAN,2.526150627615063,0.31834425253126863,3.51255230125523,87500.0
-118.35,34.01,1585.0,603.0,33.0,3.6629,<1H OCEAN,2.628524046434494,0.185150955021565,5.383084577114428,353200.0
-118.35,34.01,1583.0,749.0,35.0,3.5486,<1H OCEAN,2.1134846461949266,0.11520127118644068,5.041388518024032,332100.0
-118.35,34.0,1162.0,558.0,28.0,3.25,<1H OCEAN,2.082437275985663,0.2012965964343598,5.528673835125448,301000.0
-118.28,33.99,1128.0,311.0,35.0,1.8818,<1H OCEAN,3.627009646302251,0.2671353251318102,3.6591639871382635,100000.0
-118.28,33.99,1673.0,464.0,37.0,1.4625,<1H OCEAN,3.605603448275862,0.2602739726027397,4.247844827586207,103000.0
-118.29,33.99,857.0,236.0,39.0,2.5547,<1H OCEAN,3.6313559322033897,0.24004085801838612,4.148305084745763,108900.0
-118.29,33.98,1422.0,370.0,41.0,1.0516,<1H OCEAN,3.843243243243243,0.2629582806573957,4.275675675675676,108300.0
-118.29,33.99,1153.0,363.0,43.0,1.9375,<1H OCEAN,3.1763085399449036,0.2092534174553102,5.239669421487603,112900.0
-118.3,33.99,1159.0,283.0,44.0,1.1645,<1H OCEAN,4.095406360424028,0.22359396433470508,5.151943462897527,98200.0
-118.3,33.99,1231.0,329.0,43.0,2.5437,<1H OCEAN,3.7416413373860182,0.2503259452411995,4.6626139817629175,94500.0
-118.3,33.98,902.0,321.0,44.0,1.9556,<1H OCEAN,2.809968847352025,0.2429555416405761,4.975077881619938,93300.0
-118.3,33.99,1484.0,427.0,45.0,1.84,<1H OCEAN,3.4754098360655736,0.2657260435038213,3.9836065573770494,91400.0
-118.31,33.98,234.0,77.0,44.0,5.1136,<1H OCEAN,3.038961038961039,0.24324324324324326,2.883116883116883,111700.0
-118.31,33.99,694.0,228.0,49.0,2.895,<1H OCEAN,3.043859649122807,0.22870478413068845,3.758771929824561,108000.0
-118.31,33.98,1062.0,343.0,52.0,2.0,<1H OCEAN,3.0962099125364433,0.23189983669025585,5.355685131195335,96500.0
-118.31,33.98,900.0,295.0,52.0,3.5982,<1H OCEAN,3.0508474576271185,0.2059738643434972,5.447457627118644,96600.0
-118.31,33.98,1090.0,410.0,50.0,1.825,<1H OCEAN,2.658536585365854,0.2287153652392947,4.841463414634147,106600.0
-118.31,33.98,1043.0,371.0,52.0,2.3977,<1H OCEAN,2.811320754716981,0.1918987341772152,5.32345013477089,112200.0
-118.32,33.98,1052.0,394.0,49.0,2.2138,<1H OCEAN,2.6700507614213196,0.22378324134470648,5.058375634517766,119800.0
-118.29,33.98,1348.0,455.0,44.0,1.9125,<1H OCEAN,2.9626373626373628,0.24546660769570985,4.969230769230769,97200.0
-118.29,33.98,783.0,223.0,48.0,3.4444,<1H OCEAN,3.5112107623318387,0.20551601423487545,5.040358744394619,93100.0
-118.3,33.98,986.0,277.0,52.0,2.9432,<1H OCEAN,3.55956678700361,0.22975929978118162,4.949458483754513,94000.0
-118.3,33.98,1208.0,404.0,48.0,1.6611,<1H OCEAN,2.99009900990099,0.22139303482587064,4.975247524752476,95800.0
-118.3,33.98,1176.0,382.0,48.0,3.0455,<1H OCEAN,3.0785340314136125,0.20520520520520522,5.230366492146596,102400.0
-118.3,33.98,811.0,274.0,44.0,2.9375,<1H OCEAN,2.95985401459854,0.21739130434782608,4.532846715328467,95200.0
-118.29,33.98,2542.0,725.0,42.0,1.3479,<1H OCEAN,3.506206896551724,0.2710907165548888,3.9075862068965517,100000.0
-118.29,33.98,786.0,254.0,46.0,1.4042,<1H OCEAN,3.094488188976378,0.26833631484794274,4.4015748031496065,110000.0
-118.28,33.98,1332.0,331.0,39.0,1.9564,<1H OCEAN,4.02416918429003,0.26416539050535986,3.945619335347432,92200.0
-118.28,33.98,782.0,217.0,47.0,2.2411,<1H OCEAN,3.6036866359447006,0.223121387283237,3.986175115207373,93000.0
-118.28,33.98,1382.0,365.0,45.0,0.9337,<1H OCEAN,3.786301369863014,0.24186046511627907,4.712328767123288,92300.0
-118.28,33.98,726.0,277.0,19.0,0.9809,<1H OCEAN,2.6209386281588447,0.35447338618346547,3.187725631768953,121400.0
-118.29,33.98,1207.0,289.0,30.0,1.2229999999999999,<1H OCEAN,4.176470588235294,0.2736660929432014,4.02076124567474,100000.0
-118.28,33.97,1091.0,281.0,31.0,1.689,<1H OCEAN,3.882562277580071,0.25374531835205993,3.800711743772242,102600.0
-118.28,33.97,2063.0,521.0,31.0,1.9219,<1H OCEAN,3.9596928982725528,0.28061477441745164,3.871401151631478,107000.0
-118.28,33.97,1978.0,568.0,35.0,1.375,<1H OCEAN,3.482394366197183,0.27505422993492407,4.058098591549296,100000.0
-118.29,33.97,2133.0,588.0,43.0,1.7734,<1H OCEAN,3.627551020408163,0.25263157894736843,4.523809523809524,107300.0
-118.3,33.97,1140.0,304.0,46.0,3.375,<1H OCEAN,3.75,0.22245614035087719,4.6875,98500.0
-118.3,33.97,1074.0,285.0,44.0,2.0673,<1H OCEAN,3.768421052631579,0.19000657462195925,5.336842105263158,99800.0
-118.3,33.97,567.0,190.0,42.0,2.6311,<1H OCEAN,2.9842105263157896,0.211864406779661,4.968421052631579,124100.0
-118.3,33.97,1000.0,412.0,50.0,2.1221,<1H OCEAN,2.4271844660194173,0.1986784140969163,5.509708737864078,119400.0
-118.31,33.97,823.0,302.0,52.0,3.2188,<1H OCEAN,2.725165562913907,0.20376175548589343,5.281456953642384,124200.0
-118.31,33.97,1156.0,380.0,47.0,2.7917,<1H OCEAN,3.042105263157895,0.2042594385285576,5.436842105263158,125800.0
-118.31,33.97,819.0,288.0,52.0,3.725,<1H OCEAN,2.84375,0.17004297114794353,5.65625,142600.0
-118.31,33.97,819.0,312.0,48.0,3.0917,<1H OCEAN,2.625,0.20376378974691758,4.939102564102564,136100.0
-118.31,33.94,751.0,250.0,41.0,2.7401,<1H OCEAN,3.004,0.21138211382113822,5.412,131700.0
-118.3,33.95,892.0,314.0,50.0,3.1346,<1H OCEAN,2.840764331210191,0.17688551275094955,5.869426751592357,120000.0
-118.31,33.95,1065.0,342.0,43.0,3.2708,<1H OCEAN,3.1140350877192984,0.1963795940756994,5.330409356725146,131000.0
-118.31,33.95,1095.0,316.0,44.0,4.0043,<1H OCEAN,3.4651898734177213,0.21373555840821565,4.930379746835443,133500.0
-118.31,33.95,1305.0,411.0,44.0,4.8295,<1H OCEAN,3.1751824817518246,0.17269076305220885,6.0583941605839415,149600.0
-118.31,33.94,1132.0,394.0,43.0,3.0682,<1H OCEAN,2.8730964467005076,0.186787072243346,5.340101522842639,142000.0
-118.31,33.96,1266.0,500.0,43.0,1.7469999999999999,<1H OCEAN,2.532,0.26864966949952784,4.236,121000.0
-118.31,33.96,1316.0,462.0,43.0,1.528,<1H OCEAN,2.8484848484848486,0.22940902745463007,4.651515151515151,131800.0
-118.31,33.96,870.0,320.0,46.0,3.4643,<1H OCEAN,2.71875,0.1797153024911032,5.26875,136300.0
-118.31,33.96,1020.0,338.0,48.0,4.0625,<1H OCEAN,3.0177514792899407,0.17667493796526054,5.961538461538462,138700.0
-118.29,33.97,1319.0,506.0,48.0,3.5208,<1H OCEAN,2.6067193675889326,0.18700223000955718,6.203557312252965,134200.0
-118.29,33.96,902.0,368.0,36.0,1.4868,<1H OCEAN,2.4510869565217392,0.24286546301688994,4.665760869565218,113200.0
-118.3,33.96,1095.0,439.0,43.0,2.8299,<1H OCEAN,2.4943052391799543,0.22000995520159283,4.57630979498861,109500.0
-118.3,33.96,1524.0,529.0,39.0,2.6518,<1H OCEAN,2.880907372400756,0.22055674518201285,5.296786389413989,136300.0
-118.28,33.96,1241.0,352.0,41.0,1.2273,<1H OCEAN,3.5255681818181817,0.28936170212765955,3.3380681818181817,98400.0
-118.28,33.96,1913.0,514.0,34.0,1.6156,<1H OCEAN,3.7217898832684826,0.2709739633558341,4.035019455252918,102100.0
-118.28,33.97,2782.0,715.0,34.0,1.6652,<1H OCEAN,3.890909090909091,0.28942619992782387,3.8755244755244753,99000.0
-118.29,33.96,3707.0,1007.0,31.0,1.3096,<1H OCEAN,3.6812313803376364,0.30034808552958725,3.994041708043694,116300.0
-118.3,33.96,1161.0,368.0,47.0,3.9722,<1H OCEAN,3.154891304347826,0.19744318181818182,5.739130434782608,117400.0
-118.31,33.96,1167.0,413.0,52.0,3.0625,<1H OCEAN,2.8256658595641646,0.1823226317875545,6.108958837772397,127400.0
-118.31,33.96,1077.0,339.0,47.0,4.4861,<1H OCEAN,3.1769911504424777,0.2030264817150063,4.678466076696165,140400.0
-118.31,33.96,1134.0,415.0,47.0,3.7143,<1H OCEAN,2.7325301204819277,0.19551122194513715,4.831325301204819,140300.0
-118.26,33.99,1966.0,442.0,30.0,1.5521,<1H OCEAN,4.447963800904978,0.2602820211515864,3.8506787330316743,97500.0
-118.27,33.98,2028.0,535.0,30.0,1.625,<1H OCEAN,3.790654205607477,0.2970498474059003,3.674766355140187,101500.0
-118.28,33.99,1098.0,297.0,38.0,1.5109,<1H OCEAN,3.696969696969697,0.2221458046767538,4.895622895622895,104000.0
-118.27,33.99,730.0,170.0,41.0,1.8047,<1H OCEAN,4.294117647058823,0.24695121951219512,3.8588235294117648,101800.0
-118.28,33.98,1100.0,311.0,43.0,1.575,<1H OCEAN,3.536977491961415,0.25161290322580643,3.987138263665595,97500.0
-118.27,33.98,1502.0,429.0,45.0,1.3042,<1H OCEAN,3.501165501165501,0.25,3.953379953379953,99200.0
-118.27,33.98,1933.0,570.0,39.0,1.3801,<1H OCEAN,3.3912280701754387,0.2851600387972842,3.617543859649123,97000.0
-118.27,33.98,2177.0,401.0,44.0,2.125,<1H OCEAN,5.428927680798005,0.2653890824622532,4.29426433915212,92500.0
-118.26,33.98,854.0,188.0,43.0,1.2315,<1H OCEAN,4.542553191489362,0.27034120734908135,4.053191489361702,98200.0
-118.26,33.97,1120.0,323.0,46.0,1.7121,<1H OCEAN,3.4674922600619196,0.27104247104247103,4.0092879256965945,98200.0
-118.26,33.97,1031.0,295.0,44.0,1.9556,<1H OCEAN,3.4949152542372883,0.24719101123595505,4.223728813559322,96300.0
-118.26,33.97,1100.0,334.0,46.0,1.55,<1H OCEAN,3.2934131736526946,0.2314266929651545,4.553892215568863,100600.0
-118.26,33.97,880.0,250.0,46.0,1.5962,<1H OCEAN,3.52,0.2292817679558011,4.344,95700.0
-118.27,33.97,1186.0,366.0,45.0,1.64,<1H OCEAN,3.240437158469945,0.23997412677878396,4.224043715846994,96800.0
-118.28,33.97,2464.0,631.0,40.0,1.5521,<1H OCEAN,3.9049128367670365,0.2944954128440367,3.4548335974643423,90100.0
-118.27,33.97,2601.0,630.0,39.0,2.0754,<1H OCEAN,4.128571428571429,0.267808485792137,4.0777777777777775,101400.0
-118.28,33.97,2110.0,499.0,38.0,1.6027,<1H OCEAN,4.228456913827655,0.2732270478284772,3.6452905811623246,97300.0
-118.27,33.96,1073.0,292.0,38.0,1.0208,<1H OCEAN,3.6746575342465753,0.30194472876151485,3.345890410958904,86400.0
-118.27,33.96,697.0,177.0,42.0,2.037,<1H OCEAN,3.937853107344633,0.2550251256281407,4.497175141242938,92600.0
-118.28,33.96,1640.0,447.0,37.0,1.9348,<1H OCEAN,3.668903803131991,0.27593818984547464,4.053691275167785,99100.0
-118.26,33.97,1168.0,358.0,47.0,1.4625,<1H OCEAN,3.2625698324022347,0.24867021276595744,4.201117318435754,94200.0
-118.26,33.96,1222.0,298.0,40.0,1.5303,<1H OCEAN,4.100671140939597,0.2352542372881356,4.949664429530201,95300.0
-118.26,33.96,902.0,327.0,39.0,1.5812,<1H OCEAN,2.758409785932722,0.25737051792828686,3.837920489296636,94000.0
-118.26,33.97,1144.0,362.0,52.0,1.5326,<1H OCEAN,3.160220994475138,0.2599549211119459,3.6767955801104972,90600.0
-118.27,33.97,1310.0,351.0,34.0,1.1557,<1H OCEAN,3.7321937321937324,0.2694938440492476,4.165242165242165,90100.0
-118.27,33.96,999.0,265.0,38.0,0.5495,<1H OCEAN,3.769811320754717,0.23978685612788633,4.249056603773585,91700.0
-118.27,33.96,1083.0,255.0,34.0,1.6467,<1H OCEAN,4.247058823529412,0.2653846153846154,4.078431372549019,90900.0
-118.27,33.95,1154.0,357.0,39.0,1.2091,<1H OCEAN,3.2324929971988796,0.2341399607586658,4.282913165266106,97900.0
-118.26,33.95,1240.0,355.0,38.0,1.6898,<1H OCEAN,3.492957746478873,0.2494592645998558,3.907042253521127,95100.0
-118.26,33.95,1088.0,344.0,44.0,1.2969,<1H OCEAN,3.1627906976744184,0.24388631857237278,4.398255813953488,94400.0
-118.26,33.96,1256.0,361.0,39.0,1.7167,<1H OCEAN,3.479224376731302,0.24319066147859922,4.271468144044321,100000.0
-118.26,33.96,1243.0,350.0,37.0,1.3971,<1H OCEAN,3.5514285714285716,0.2356923076923077,4.642857142857143,89800.0
-118.28,33.96,1581.0,387.0,42.0,1.7656,<1H OCEAN,4.0852713178294575,0.24875311720698254,4.144702842377261,96700.0
-118.28,33.95,2150.0,524.0,40.0,2.1437,<1H OCEAN,4.103053435114504,0.26320939334637966,3.900763358778626,94800.0
-118.28,33.96,1167.0,250.0,42.0,1.615,<1H OCEAN,4.668,0.25207296849087896,4.824,101300.0
-118.28,33.96,697.0,189.0,39.0,1.8472,<1H OCEAN,3.687830687830688,0.25056689342403626,4.666666666666667,99100.0
-118.28,33.96,2048.0,600.0,23.0,1.5313,<1H OCEAN,3.4133333333333336,0.308119011598588,3.305,91400.0
-118.29,33.95,1357.0,327.0,35.0,2.0917,<1H OCEAN,4.149847094801223,0.2583868665239115,4.284403669724771,99300.0
-118.29,33.95,842.0,208.0,32.0,1.6029,<1H OCEAN,4.048076923076923,0.2843273231622746,3.4663461538461537,89700.0
-118.29,33.96,1463.0,367.0,39.0,1.5294,<1H OCEAN,3.9863760217983653,0.30522388059701494,3.6512261580381473,111400.0
-118.29,33.95,2357.0,627.0,40.0,1.9655,<1H OCEAN,3.759170653907496,0.2475071225071225,4.478468899521531,102300.0
-118.29,33.95,1468.0,411.0,39.0,1.9702,<1H OCEAN,3.5717761557177616,0.2516166960611405,4.138686131386861,93200.0
-118.28,33.94,840.0,252.0,43.0,2.7917,<1H OCEAN,3.3333333333333335,0.24313072439633637,4.765873015873016,105600.0
-118.29,33.94,995.0,315.0,34.0,2.3352,<1H OCEAN,3.1587301587301586,0.25528007346189163,3.4571428571428573,107700.0
-118.27,33.95,1753.0,490.0,35.0,1.5,<1H OCEAN,3.5775510204081633,0.23830197780993728,4.2306122448979595,93600.0
-118.27,33.95,1074.0,299.0,43.0,1.8814,<1H OCEAN,3.591973244147157,0.2517301038062284,3.8662207357859533,94900.0
-118.27,33.94,877.0,270.0,30.0,1.5268,<1H OCEAN,3.248148148148148,0.2641690682036503,3.8555555555555556,91600.0
-118.28,33.94,679.0,162.0,38.0,1.5714,<1H OCEAN,4.191358024691358,0.3202511773940345,3.932098765432099,89700.0
-118.28,33.95,707.0,192.0,41.0,1.4103,<1H OCEAN,3.6822916666666665,0.24910179640718563,4.348958333333333,86200.0
-118.27,33.95,818.0,236.0,40.0,1.8798,<1H OCEAN,3.4661016949152543,0.24171122994652405,3.961864406779661,101300.0
-118.27,33.95,902.0,221.0,34.0,2.3365,<1H OCEAN,4.081447963800905,0.2512664640324215,4.46606334841629,98000.0
-118.27,33.95,1027.0,303.0,34.0,2.2946,<1H OCEAN,3.3894389438943895,0.24980174464710547,4.161716171617162,88800.0
-118.27,33.95,1056.0,322.0,29.0,2.3056,<1H OCEAN,3.279503105590062,0.22229259024699177,4.903726708074534,98500.0
-118.25,33.95,1086.0,273.0,35.0,1.0375,<1H OCEAN,3.978021978021978,0.23202846975088967,5.146520146520147,89800.0
-118.26,33.94,850.0,237.0,45.0,2.25,<1H OCEAN,3.586497890295359,0.20185185185185187,4.556962025316456,93400.0
-118.26,33.95,1296.0,399.0,44.0,1.6389,<1H OCEAN,3.2481203007518795,0.2134387351778656,4.43859649122807,96700.0
-118.26,33.95,999.0,315.0,44.0,1.5147,<1H OCEAN,3.1714285714285713,0.22214719783929776,4.701587301587302,94600.0
-118.26,33.94,760.0,247.0,44.0,1.6887,<1H OCEAN,3.076923076923077,0.24025385312783318,4.465587044534413,99600.0
-118.25,33.94,1092.0,273.0,37.0,1.6333,<1H OCEAN,4.0,0.2694610778443114,3.67032967032967,94500.0
-118.26,33.94,1408.0,389.0,41.0,1.65,<1H OCEAN,3.619537275064267,0.271523178807947,3.8817480719794344,94200.0
-118.27,33.94,1080.0,285.0,38.0,1.5872,<1H OCEAN,3.789473684210526,0.2420091324200913,4.610526315789474,89800.0
-118.26,33.94,716.0,167.0,44.0,2.0,<1H OCEAN,4.287425149700598,0.22767295597484277,4.7604790419161676,90300.0
-118.26,33.93,1587.0,406.0,35.0,1.4917,<1H OCEAN,3.9088669950738915,0.2580025608194622,3.8472906403940885,93200.0
-118.27,33.93,466.0,121.0,41.0,2.6458,<1H OCEAN,3.8512396694214877,0.23684210526315788,4.710743801652892,91300.0
-118.27,33.94,661.0,171.0,34.0,2.0789,<1H OCEAN,3.865497076023392,0.2288488210818308,4.216374269005848,92400.0
-118.27,33.94,842.0,178.0,37.0,1.6645,<1H OCEAN,4.730337078651686,0.22713257965056527,5.466292134831461,94900.0
-118.27,33.93,1247.0,347.0,36.0,1.8191,<1H OCEAN,3.5936599423631126,0.25153374233128833,4.227665706051873,92700.0
-118.26,33.93,702.0,225.0,36.0,1.5256,<1H OCEAN,3.12,0.22413793103448276,4.897777777777778,95400.0
-118.26,33.93,775.0,293.0,42.0,1.1326,<1H OCEAN,2.645051194539249,0.20586182833217026,4.890784982935154,104800.0
-118.25,33.93,526.0,132.0,42.0,2.5,<1H OCEAN,3.984848484848485,0.2237442922374429,4.9772727272727275,110200.0
-118.26,33.92,705.0,255.0,40.0,1.7986,<1H OCEAN,2.764705882352941,0.22676579925650558,4.219607843137255,98900.0
-118.27,33.92,1147.0,324.0,36.0,1.7262,<1H OCEAN,3.5401234567901234,0.23617747440273038,4.521604938271605,88800.0
-118.27,33.94,1182.0,340.0,43.0,1.6625,<1H OCEAN,3.476470588235294,0.26279602750190983,3.85,88700.0
-118.27,33.94,1406.0,362.0,30.0,1.449,<1H OCEAN,3.883977900552486,0.22505668934240364,4.87292817679558,93100.0
-118.27,33.94,1901.0,504.0,39.0,1.1468,<1H OCEAN,3.7718253968253967,0.2699711260827719,4.123015873015873,96900.0
-118.28,33.93,1283.0,277.0,21.0,1.4329,<1H OCEAN,4.631768953068592,0.3282172373081464,3.0577617328519855,94100.0
-118.28,33.94,1268.0,354.0,32.0,1.1051,<1H OCEAN,3.5819209039548023,0.2715423606082549,3.901129943502825,94200.0
-118.28,33.94,438.0,114.0,9.0,0.8952,<1H OCEAN,3.8421052631578947,0.2850877192982456,4.0,81300.0
-118.28,33.94,1197.0,355.0,44.0,3.0788,<1H OCEAN,3.371830985915493,0.20723482526057632,4.594366197183098,100000.0
-118.28,33.93,1503.0,429.0,42.0,2.5179,<1H OCEAN,3.5034965034965033,0.24236037934668073,4.424242424242424,97400.0
-118.29,33.93,1051.0,352.0,43.0,3.3836,<1H OCEAN,2.9857954545454546,0.18753092528451262,5.7414772727272725,129900.0
-118.29,33.94,1003.0,329.0,47.0,2.5398,<1H OCEAN,3.048632218844985,0.18967452300785634,5.416413373860182,105700.0
-118.28,33.93,913.0,226.0,41.0,2.0313,<1H OCEAN,4.039823008849558,0.2745726495726496,4.1415929203539825,122600.0
-118.29,33.92,1616.0,433.0,40.0,2.875,<1H OCEAN,3.7321016166281753,0.23824289405684754,4.468822170900693,120200.0
-118.29,33.93,605.0,168.0,41.0,2.2778,<1H OCEAN,3.6011904761904763,0.22098214285714285,5.333333333333333,128100.0
-118.27,33.93,1657.0,470.0,38.0,1.2098,<1H OCEAN,3.525531914893617,0.241196333815726,4.410638297872341,88400.0
-118.28,33.92,975.0,277.0,39.0,1.5114,<1H OCEAN,3.51985559566787,0.22135007849293564,4.59927797833935,90400.0
-118.28,33.93,295.0,79.0,43.0,2.2969,<1H OCEAN,3.7341772151898733,0.275092936802974,3.4050632911392404,90600.0
-118.28,33.93,448.0,120.0,45.0,3.5833,<1H OCEAN,3.7333333333333334,0.21172022684310018,4.408333333333333,90600.0
-118.28,33.93,74.0,45.0,52.0,0.4999,<1H OCEAN,1.6444444444444444,0.28205128205128205,2.6,90600.0
-118.25,33.94,940.0,312.0,44.0,2.3333,<1H OCEAN,3.0128205128205128,0.21326042378673957,4.689102564102564,99800.0
-118.25,33.94,1305.0,334.0,43.0,1.1434,<1H OCEAN,3.907185628742515,0.33962264150943394,3.3323353293413174,91300.0
-118.25,33.94,736.0,231.0,43.0,0.8527,<1H OCEAN,3.186147186147186,0.5485498108448928,3.432900432900433,90400.0
-118.23,33.95,2865.0,683.0,37.0,0.6831,<1H OCEAN,4.194729136163982,0.25159355080614926,3.904831625183016,87500.0
-118.24,33.95,1210.0,286.0,40.0,1.35,<1H OCEAN,4.230769230769231,0.2347024308466052,4.171328671328672,89500.0
-118.24,33.95,653.0,147.0,37.0,1.4792,<1H OCEAN,4.442176870748299,0.22650231124807396,4.414965986394558,97500.0
-118.24,33.95,1938.0,507.0,36.0,1.25,<1H OCEAN,3.8224852071005917,0.2344559585492228,4.568047337278107,97400.0
-118.24,33.95,1167.0,310.0,21.0,0.9708,<1H OCEAN,3.764516129032258,0.2714285714285714,4.064516129032258,107600.0
-118.25,33.95,1799.0,476.0,28.0,1.5427,<1H OCEAN,3.7794117647058822,0.20365168539325842,4.487394957983193,95700.0
-118.24,33.95,390.0,98.0,37.0,1.6513,<1H OCEAN,3.979591836734694,0.2834467120181406,4.5,90200.0
-118.25,33.95,801.0,220.0,25.0,1.1384,<1H OCEAN,3.640909090909091,0.2617801047120419,3.4727272727272727,100000.0
-118.25,33.93,1068.0,270.0,40.0,0.9889,<1H OCEAN,3.9555555555555557,0.27692307692307694,3.611111111111111,87500.0
-118.25,33.93,2664.0,667.0,36.0,0.9298,<1H OCEAN,3.9940029985007497,0.299347471451876,3.6761619190404797,100000.0
-118.25,33.93,899.0,228.0,42.0,1.1346,<1H OCEAN,3.942982456140351,0.2844932844932845,3.5921052631578947,85400.0
-118.24,33.94,1040.0,233.0,37.0,2.0,<1H OCEAN,4.463519313304721,0.2773302646720368,3.7296137339055795,84200.0
-118.24,33.94,673.0,144.0,34.0,2.0769,<1H OCEAN,4.673611111111111,0.22613065326633167,5.527777777777778,88300.0
-118.24,33.93,824.0,248.0,37.0,1.5132,<1H OCEAN,3.3225806451612905,0.25121713729308665,4.141129032258065,86300.0
-118.24,33.93,861.0,219.0,32.0,1.0625,<1H OCEAN,3.9315068493150687,0.25802310654685495,3.557077625570776,89800.0
-118.24,33.94,411.0,100.0,42.0,0.9705,<1H OCEAN,4.11,0.2789473684210526,3.8,90000.0
-118.24,33.94,1211.0,265.0,39.0,1.7212,<1H OCEAN,4.569811320754717,0.22469135802469137,4.584905660377358,95500.0
-118.23,33.94,1313.0,234.0,39.0,2.0187,<1H OCEAN,5.611111111111111,0.22611744084136723,4.8760683760683765,90100.0
-118.23,33.94,1339.0,263.0,35.0,2.1607,<1H OCEAN,5.091254752851711,0.24495412844036699,4.144486692015209,97600.0
-118.23,33.94,1417.0,302.0,36.0,2.3333,<1H OCEAN,4.69205298013245,0.3918918918918919,3.6754966887417218,92100.0
-118.24,33.94,1071.0,204.0,30.0,1.2679,<1H OCEAN,5.25,0.22446808510638297,4.607843137254902,92000.0
-118.23,33.93,487.0,118.0,36.0,1.3,<1H OCEAN,4.127118644067797,0.24550898203592814,4.245762711864407,87000.0
-118.23,33.93,2015.0,535.0,39.0,0.8478,<1H OCEAN,3.7663551401869158,0.2576271186440678,3.8598130841121496,104900.0
-118.24,33.93,992.0,253.0,32.0,0.8984,<1H OCEAN,3.9209486166007905,0.26528692380056446,4.201581027667984,88700.0
-118.39,34.12,2184.0,960.0,29.0,8.2816,<1H OCEAN,2.275,0.1569722351481309,6.715625,500001.0
-118.4,34.11,1567.0,697.0,32.0,15.0001,<1H OCEAN,2.248206599713056,0.134994621728218,8.00286944045911,500001.0
-118.42,34.12,654.0,270.0,27.0,12.3767,<1H OCEAN,2.422222222222222,0.1450454763044519,7.737037037037037,500001.0
-118.43,34.11,3511.0,1352.0,27.0,12.7296,<1H OCEAN,2.5968934911242605,0.13325930038867295,7.992603550295858,500001.0
-118.43,34.09,497.0,197.0,27.0,7.9835,<1H OCEAN,2.5228426395939088,0.12399256044637322,8.187817258883248,500001.0
-118.45,34.12,3731.0,1511.0,20.0,9.7449,<1H OCEAN,2.4692256783587028,0.15081141578063795,7.095962938451357,500001.0
-118.44,34.09,862.0,334.0,36.0,15.0001,<1H OCEAN,2.5808383233532934,0.12527964205816555,9.368263473053892,500001.0
-118.43,34.08,238.0,93.0,46.0,15.0001,<1H OCEAN,2.5591397849462365,0.11568123393316196,8.365591397849462,500001.0
-118.45,34.08,384.0,145.0,52.0,7.1576,<1H OCEAN,2.6482758620689655,0.11733333333333333,10.344827586206897,500001.0
-118.45,34.1,2092.0,796.0,31.0,11.8442,<1H OCEAN,2.628140703517588,0.12614232209737827,8.385678391959798,500001.0
-118.46,34.08,1065.0,484.0,35.0,7.8426,<1H OCEAN,2.200413223140496,0.16168771173390822,6.708677685950414,500001.0
-118.47,34.1,2768.0,1106.0,32.0,11.1978,<1H OCEAN,2.5027124773960217,0.14189777390871783,7.270343580470163,500001.0
-118.49,34.11,2336.0,868.0,27.0,13.2935,<1H OCEAN,2.6912442396313363,0.13312130849613812,7.607142857142857,500001.0
-118.48,34.07,1500.0,638.0,29.0,10.7937,<1H OCEAN,2.3510971786833856,0.16299559471365638,7.471786833855799,500001.0
-118.48,34.07,1564.0,523.0,40.0,8.5153,<1H OCEAN,2.9904397705544934,0.14443449716502538,6.407265774378585,500001.0
-118.48,34.07,1318.0,542.0,37.0,12.8665,<1H OCEAN,2.4317343173431736,0.13582384957941612,7.4575645756457565,500001.0
-118.49,34.06,829.0,310.0,42.0,15.0001,<1H OCEAN,2.674193548387097,0.12583012932541068,9.229032258064516,500001.0
-118.49,34.07,1054.0,352.0,36.0,13.5728,<1H OCEAN,2.9943181818181817,0.12495732331853875,8.321022727272727,500001.0
-118.51,34.11,2919.0,1061.0,29.0,13.947000000000001,<1H OCEAN,2.751178133836004,0.12393209808055032,8.494816211121583,500001.0
-118.5,34.05,414.0,160.0,39.0,15.0,<1H OCEAN,2.5875,0.10961667787491594,9.29375,500001.0
-118.53,34.09,1925.0,757.0,37.0,8.1888,<1H OCEAN,2.542932628797886,0.1520905605258353,7.235138705416116,500001.0
-118.52,34.05,709.0,311.0,45.0,4.825,<1H OCEAN,2.279742765273312,0.17916207276736493,5.832797427652733,500001.0
-118.52,34.04,819.0,340.0,47.0,6.5147,<1H OCEAN,2.4088235294117646,0.15869017632241814,5.838235294117647,500001.0
-118.57,34.09,2926.0,1096.0,14.0,11.2866,<1H OCEAN,2.6697080291970803,0.14328732747804265,7.271897810218978,500001.0
